,Title,Alternate Title,Short Title
10964,Health Educators,Certified Lactation Counselor (CLC),CLC
10965,Health Educators,Certified Lactation Educator,
10966,Health Educators,Cessation Systems Outreach Specialist,
10967,Health Educators,Child Development Specialist,
10968,Health Educators,Child Health Associate,
10969,Health Educators,Chronic Disease Manager,
10970,Health Educators,Clinical Educator,
10971,Health Educators,Clinical Instructor,
10972,Health Educators,Clinical Nurse Educator,
10973,Health Educators,Community Educator,
10974,Health Educators,Community Health Consultant,
10975,Health Educators,Community Health Education Coordinator,
10976,Health Educators,Community Health Educator,
10977,Health Educators,Community Health Planning Director,
10978,Health Educators,Community Health Worker (CHW),CHW
10979,Health Educators,"Coordinator, Chronic Disease Prevention Program",
10980,Health Educators,"Coordinator, Tobacco Prevention and Cessation Coalition",
10981,Health Educators,"Coordinator, Tobacco-Free Wellness Center",
10982,Health Educators,Diabetes Education Coordinator,
10983,Health Educators,Diabetes Educator,
10984,Health Educators,Early Breastfeeding Care Specialist,
10985,Health Educators,Education Coordinator,
10986,Health Educators,Education Coordinator and Public Information Officer,
10987,Health Educators,Education Specialist,
10988,Health Educators,"Education Specialist for Voices Against Violence, Health Education Coordinator",
10989,Health Educators,Educator,
10990,Health Educators,Field Representative/Health Education,
10991,Health Educators,Health Coach,
10992,Health Educators,Health Education Coordinator,
10993,Health Educators,Health Educator,
10994,Health Educators,Health Promotion Specialist,
10995,Health Educators,Healthcare Educator,
10996,Health Educators,HIV Prevention Specialist,
10997,Health Educators,Lactation Consultant,
10998,Health Educators,Lactation Specialist,
10999,Health Educators,Lamaze International Breastfeeding Support Specialist,
11000,Health Educators,Nurse Educator,
11001,Health Educators,Online Health and Fitness Coach,
11002,Health Educators,Program Manager for Family and Community Health Education,
11003,Health Educators,Public Health Advisor,
11004,Health Educators,Public Health Analyst,
11005,Health Educators,Public Health Educator,
11006,Health Educators,Public Health Educator/Latino Outreach Coordinator,
11007,Health Educators,Public Health Officer,
11008,Health Educators,Public Health Representative,
11009,Health Educators,Public Health Specialist,
11010,Health Educators,Public Health Technologist,
11011,Health Educators,Risk Reduction Counselor,
11012,Health Educators,Tobacco Educator,
11013,Health Educators,Tobacco Prevention Health Educator,
11014,Probation Officers and Correctional Treatment Specialists,Adult Parole Officer,
11015,Probation Officers and Correctional Treatment Specialists,Adult Probation Officer,
11016,Probation Officers and Correctional Treatment Specialists,Attendance Officer,
11017,Probation Officers and Correctional Treatment Specialists,Certified Juvenile Probation Officer,
11018,Probation Officers and Correctional Treatment Specialists,Chief Juvenile Probation Officer (CJPO),CJPO
11019,Probation Officers and Correctional Treatment Specialists,Classification Case Manager,
11020,Probation Officers and Correctional Treatment Specialists,Classification Officer,
11021,Probation Officers and Correctional Treatment Specialists,Correctional Case Manager,
11022,Probation Officers and Correctional Treatment Specialists,Correctional Casework Specialist,
11023,Probation Officers and Correctional Treatment Specialists,Correctional Counselor,
11024,Probation Officers and Correctional Treatment Specialists,Correctional Officer,
11025,Probation Officers and Correctional Treatment Specialists,Correctional Probation Officer,
11026,Probation Officers and Correctional Treatment Specialists,Correctional Probation Specialist,
11027,Probation Officers and Correctional Treatment Specialists,Court Worker,
11028,Probation Officers and Correctional Treatment Specialists,Crime Prevention Worker,
11029,Probation Officers and Correctional Treatment Specialists,Deputy Juvenile Officer,
11030,Probation Officers and Correctional Treatment Specialists,Deputy Probation Officer (DPO),DPO
11031,Probation Officers and Correctional Treatment Specialists,Detention Attendant,
11032,Probation Officers and Correctional Treatment Specialists,Detention Officer,
11033,Probation Officers and Correctional Treatment Specialists,Detention Worker,
11034,Probation Officers and Correctional Treatment Specialists,Drill Instructor,
11035,Probation Officers and Correctional Treatment Specialists,Family Preservation Officer,
11036,Probation Officers and Correctional Treatment Specialists,Juvenile Correctional Officer,
11037,Probation Officers and Correctional Treatment Specialists,Juvenile Detention Officer,
11038,Probation Officers and Correctional Treatment Specialists,Juvenile Probation Officer,
11039,Probation Officers and Correctional Treatment Specialists,Offender Employment Specialist (OES),OES
11040,Probation Officers and Correctional Treatment Specialists,Offender Job Retention Specialist,
11041,Probation Officers and Correctional Treatment Specialists,Offender Workforce Development Specialist (OWDS),OWDS
11042,Probation Officers and Correctional Treatment Specialists,Parole Agent,
11043,Probation Officers and Correctional Treatment Specialists,Parole Officer,
11044,Probation Officers and Correctional Treatment Specialists,Parole Supervisor,
11045,Probation Officers and Correctional Treatment Specialists,Parole/Probation Specialist,
11046,Probation Officers and Correctional Treatment Specialists,Pre-Parole Counseling Aide,
11047,Probation Officers and Correctional Treatment Specialists,Prisoner Classification Interviewer,
11048,Probation Officers and Correctional Treatment Specialists,Probation and Parole Officer,
11049,Probation Officers and Correctional Treatment Specialists,Probation and Patrol Agent,
11050,Probation Officers and Correctional Treatment Specialists,Probation Counselor,
11051,Probation Officers and Correctional Treatment Specialists,Probation Officer,
11052,Probation Officers and Correctional Treatment Specialists,Probation Worker,
11053,Probation Officers and Correctional Treatment Specialists,Truant Officer,
11054,Probation Officers and Correctional Treatment Specialists,Youth Probation Officer,
11055,Social and Human Service Assistants,Addictions Counselor Assistant,
11056,Social and Human Service Assistants,Adult Day Care Worker,
11057,Social and Human Service Assistants,Advocate,
11058,Social and Human Service Assistants,Assistant Case Manager,
11059,Social and Human Service Assistants,Boy's Adviser,
11060,Social and Human Service Assistants,Case Aide,
11061,Social and Human Service Assistants,Case Management Assistant,
11062,Social and Human Service Assistants,Case Monitor,
11063,Social and Human Service Assistants,Case Work Aide,
11064,Social and Human Service Assistants,Case Worker,
11065,Social and Human Service Assistants,Casework Specialist,
11066,Social and Human Service Assistants,Caseworker,
11067,Social and Human Service Assistants,Child Advocate,
11068,Social and Human Service Assistants,Child Protective Investigator,
11069,Social and Human Service Assistants,Children's Aide,
11070,Social and Human Service Assistants,Clerical Aide,
11071,Social and Human Service Assistants,Client Advocate,
11072,Social and Human Service Assistants,Clinical Assistant,
11073,Social and Human Service Assistants,Clinical Social Work Aide,
11074,Social and Human Service Assistants,Community Action Worker,
11075,Social and Human Service Assistants,Community Advocate,
11076,Social and Human Service Assistants,Community Aide,
11077,Social and Human Service Assistants,Community Coordinator,
11078,Social and Human Service Assistants,Community Development Aide,
11079,Social and Human Service Assistants,Community Development Worker,
11080,Social and Human Service Assistants,Community Organization Aide,
11081,Social and Human Service Assistants,Community Organizer,
11082,Social and Human Service Assistants,Community Outreach Worker,
11083,Social and Human Service Assistants,Community Program Assistant,
11084,Social and Human Service Assistants,Community Service Worker,
11085,Social and Human Service Assistants,Community Support Specialist,
11086,Social and Human Service Assistants,Counseling Aide,
11087,Social and Human Service Assistants,Counselor Aide,
11088,Social and Human Service Assistants,Court Advocate,
11089,Social and Human Service Assistants,Crisis Intervention Specialist,
11090,Social and Human Service Assistants,Direct Support Specialist,
11091,Social and Human Service Assistants,Direct Support Worker,
11092,Social and Human Service Assistants,Domestic Violence Advocate,
11093,Social and Human Service Assistants,Eligibility Counselor,
11094,Social and Human Service Assistants,Family Reunification Specialist,
11095,Social and Human Service Assistants,Family Service Aide,
11096,Social and Human Service Assistants,Family Service Assistant,
11097,Social and Human Service Assistants,Family Service Worker,
11098,Social and Human Service Assistants,Family Support Specialist,
11099,Social and Human Service Assistants,Family Support Worker,
11100,Social and Human Service Assistants,Field Representative,
11101,Social and Human Service Assistants,Field Service Representative,
11102,Social and Human Service Assistants,Field Worker,
11103,Social and Human Service Assistants,Food Management Aide,
11104,Social and Human Service Assistants,Gerontology Aide,
11105,Social and Human Service Assistants,Group Activities Aide,
11106,Social and Human Service Assistants,Group Home Worker,
11107,Social and Human Service Assistants,Group Worker,
11108,Social and Human Service Assistants,Guardian ad Litem,
11109,Social and Human Service Assistants,Halfway House Counselor,
11110,Social and Human Service Assistants,Harm Reduction Worker,
11111,Social and Human Service Assistants,Head Worker,
11112,Social and Human Service Assistants,Home based Assistant,
11113,Social and Human Service Assistants,Home Visitor,
11114,Social and Human Service Assistants,House Visitor,
11115,Social and Human Service Assistants,Housing Assistant,
11116,Social and Human Service Assistants,Housing Counselor,
11117,Social and Human Service Assistants,Human Service Specialist,
11118,Social and Human Service Assistants,Human Service Technician,
11119,Social and Human Service Assistants,Human Services Assistant,
11120,Social and Human Service Assistants,Human Services Program Specialist,
11121,Social and Human Service Assistants,Human Services Worker,
11122,Social and Human Service Assistants,Independent Living Specialist,
11123,Social and Human Service Assistants,Intake Worker,
11124,Social and Human Service Assistants,Juvenile Court Liaison,
11125,Social and Human Service Assistants,Licensing Worker,
11126,Social and Human Service Assistants,Life Skills Instructor,
11127,Social and Human Service Assistants,Management Aide,
11128,Social and Human Service Assistants,Mental Health Technician,
11129,Social and Human Service Assistants,Neighborhood Aide,
11130,Social and Human Service Assistants,Neighborhood Coordinator,
11131,Social and Human Service Assistants,Neighborhood Worker,
11132,Social and Human Service Assistants,Offender Employment Specialist (OES),OES
11133,Social and Human Service Assistants,Offender Job Retention Specialist,
11134,Social and Human Service Assistants,Outreach Coordinator,
11135,Social and Human Service Assistants,Outreach Specialist,
11136,Social and Human Service Assistants,Outreach Worker,
11137,Social and Human Service Assistants,Peer Educator,
11138,Social and Human Service Assistants,Personal Development Coach,
11139,Social and Human Service Assistants,Personal Development Educator,
11140,Social and Human Service Assistants,Personal Development Mentor,
11141,Social and Human Service Assistants,Phone Counselor,
11142,Social and Human Service Assistants,Psychological Aide,
11143,Social and Human Service Assistants,Red Cross Worker,
11144,Social and Human Service Assistants,Rehabilitation Caseworker,
11145,Social and Human Service Assistants,Residential Assistant,
11146,Social and Human Service Assistants,Residential Program Worker,
11147,Social and Human Service Assistants,Residential Worker,
11148,Social and Human Service Assistants,Service Aide,
11149,Social and Human Service Assistants,Shelter Advocate,
11150,Social and Human Service Assistants,Social and Human Services Assistant,
11151,Social and Human Service Assistants,Social Contact Worker,
11152,Social and Human Service Assistants,Social Human Services Assistants,
11153,Social and Human Service Assistants,Social Service Liaison,
11154,Social and Human Service Assistants,Social Service Technician,
11155,Social and Human Service Assistants,Social Services Aide,
11156,Social and Human Service Assistants,Social Services Assistant,
11157,Social and Human Service Assistants,Social Services Coordinator (Social Services Coor),Social Services Coor
11158,Social and Human Service Assistants,Social Services Specialist,
11159,Social and Human Service Assistants,Social Welfare Clerk,
11160,Social and Human Service Assistants,Social Work Assistant,
11161,Social and Human Service Assistants,Social Work Associate,
11162,Social and Human Service Assistants,Social Worker Aide,
11163,Social and Human Service Assistants,Social Worker Assistant,
11164,Social and Human Service Assistants,Therapeutic Assistant,
11165,Social and Human Service Assistants,Travelers' Aid Worker,
11166,Social and Human Service Assistants,Visitor,
11167,Social and Human Service Assistants,Welfare Aide,
11168,Social and Human Service Assistants,Welfare Service Aide,
11169,Social and Human Service Assistants,Welfare Visitor,
11170,Social and Human Service Assistants,Youth Worker,
11171,Community Health Workers,Apprise Counselor,
11172,Community Health Workers,Assistant Director of Nutrition and Wellness Programs,
11173,Community Health Workers,Chief Program Officer,
11174,Community Health Workers,Community Health Advisor,
11175,Community Health Workers,Community Health Advocate,
11176,Community Health Workers,Community Health Agent,
11177,Community Health Workers,Community Health Counselor,
11178,Community Health Workers,Community Health Navigator,
11179,Community Health Workers,Community Health Outreach Worker,
11180,Community Health Workers,Community Health Program Coordinator,
11181,Community Health Workers,Community Health Program Representative (Community Health Program Rep),Community Health Program Rep
11182,Community Health Workers,Community Health Promoter,
11183,Community Health Workers,Community Health Representative,
11184,Community Health Workers,Community Health Worker (CHW),CHW
11185,Community Health Workers,Community Nutrition Educator,
11186,Community Health Workers,Health Advocate,
11187,Community Health Workers,Health Navigator,
11188,Community Health Workers,Health Outreach Worker,
11189,Community Health Workers,HIV CTS Specialist (Human Immunodeficiency Virus Counseling and Testing Services Specialist),HIV CTS Specialist
11190,Community Health Workers,Lay Health Advocate,
11191,Community Health Workers,Peer Health Promoter,
11192,Community Health Workers,Public Health Outreach Worker,
11193,Community Health Workers,Public Health Worker,
11194,"Community and Social Service Specialists, All Other",Activist,
11195,"Community and Social Service Specialists, All Other",Business Representative,
11196,"Community and Social Service Specialists, All Other",Case Investigator,
11197,"Community and Social Service Specialists, All Other",Case Manager,
11198,"Community and Social Service Specialists, All Other",Case Reviewer,
11199,"Community and Social Service Specialists, All Other",Case Supervisor,
11200,"Community and Social Service Specialists, All Other",Case Worker,
11201,"Community and Social Service Specialists, All Other",Children's Counselor,
11202,"Community and Social Service Specialists, All Other",Community Center Worker,
11203,"Community and Social Service Specialists, All Other",Community Chest Officer,
11204,"Community and Social Service Specialists, All Other",Community Educator,
11205,"Community and Social Service Specialists, All Other",Community Organization Worker,
11206,"Community and Social Service Specialists, All Other",Community Organizer,
11207,"Community and Social Service Specialists, All Other",Donation Worker,
11208,"Community and Social Service Specialists, All Other",Family Life Educator,
11209,"Community and Social Service Specialists, All Other",Field Reporter,
11210,"Community and Social Service Specialists, All Other",Field Supervisor,
11211,"Community and Social Service Specialists, All Other",Field Worker,
11212,"Community and Social Service Specialists, All Other",Gospel Worker,
11213,"Community and Social Service Specialists, All Other",Health Information Provider,
11214,"Community and Social Service Specialists, All Other",Health Promoter,
11215,"Community and Social Service Specialists, All Other",Home Mission Worker,
11216,"Community and Social Service Specialists, All Other",Home Supervisor,
11217,"Community and Social Service Specialists, All Other",Infirmarian,
11218,"Community and Social Service Specialists, All Other",International Organizer,
11219,"Community and Social Service Specialists, All Other",International Representative,
11220,"Community and Social Service Specialists, All Other",Lay Brother,
11221,"Community and Social Service Specialists, All Other",Lodge Officer,
11222,"Community and Social Service Specialists, All Other",Membership Secretary,
11223,"Community and Social Service Specialists, All Other",Mental Health Consultant,
11224,"Community and Social Service Specialists, All Other",Mental Hygiene Consultant,
11225,"Community and Social Service Specialists, All Other",Mental Hygienist,
11226,"Community and Social Service Specialists, All Other",Mission Worker,
11227,"Community and Social Service Specialists, All Other",Missionary,
11228,"Community and Social Service Specialists, All Other",Monk,
11229,"Community and Social Service Specialists, All Other",Novice,
11230,"Community and Social Service Specialists, All Other",Nun,
11231,"Community and Social Service Specialists, All Other",Organizer,
11232,"Community and Social Service Specialists, All Other",Political Organizer,
11233,"Community and Social Service Specialists, All Other",Political Worker,
11234,"Community and Social Service Specialists, All Other",Politician,
11235,"Community and Social Service Specialists, All Other",Postulant,
11236,"Community and Social Service Specialists, All Other",Rural Health Consultant,
11237,"Community and Social Service Specialists, All Other",Sacristan,
11238,"Community and Social Service Specialists, All Other",Salvationist,
11239,"Community and Social Service Specialists, All Other",Service Officer,
11240,"Community and Social Service Specialists, All Other",Settlement Worker,
11241,"Community and Social Service Specialists, All Other",Sister,
11242,"Community and Social Service Specialists, All Other",Sister Superior,
11243,"Community and Social Service Specialists, All Other",Social Insurance Adviser,
11244,"Community and Social Service Specialists, All Other",Social Insurance Analyst,
11245,"Community and Social Service Specialists, All Other",Social Worker,
11246,"Community and Social Service Specialists, All Other",Solicitor,
11247,"Community and Social Service Specialists, All Other",Spiritual Advisor,
11248,"Community and Social Service Specialists, All Other",Sunday School Missionary,
11249,"Community and Social Service Specialists, All Other",Veterans Adviser,
11250,"Community and Social Service Specialists, All Other",Veterans Service Officer,
11251,"Community and Social Service Specialists, All Other",Volunteer Services Director,
11252,"Community and Social Service Specialists, All Other",Welfare Adviser,
11253,"Community and Social Service Specialists, All Other",Welfare Analyst,
11254,"Community and Social Service Specialists, All Other",Welfare Case Worker,
11255,"Community and Social Service Specialists, All Other",Welfare Investigator,
11256,"Community and Social Service Specialists, All Other",Welfare Specialist,
11257,Clergy,Brother,
11258,Clergy,Cantor,
11259,Clergy,Catechist,
11260,Clergy,Catholic Priest,
11261,Clergy,Chancellor,
11262,Clergy,Chaplain,
11263,Clergy,Children's Minister,
11264,Clergy,Children's Pastor,
11265,Clergy,Christian Counselor,
11266,Clergy,Clergy Member,
11267,Clergy,Confessor,
11268,Clergy,Congregational Care Pastor,
11269,Clergy,Curate,
11270,Clergy,Deacon,
11271,Clergy,Deaconess,
11272,Clergy,Elder,
11273,Clergy,Hebrew Cantor,
11274,Clergy,Hospice Chaplain,
11275,Clergy,Hospital Chaplain,
11276,Clergy,Imam,
11277,Clergy,Marriage Counselor Minister,
11278,Clergy,Marriage Performer,
11279,Clergy,Minister,
11280,Clergy,Minister Assistant,
11281,Clergy,Missionary Coordinator,
11282,Clergy,Mohel,
11283,Clergy,Ordained Minister,
11284,Clergy,Pastor,
11285,Clergy,Pastoral Counselor,
11286,Clergy,Pope,
11287,Clergy,Preacher,
11288,Clergy,Prefect,
11289,Clergy,Presbyterian Clergy,
11290,Clergy,Priest,
11291,Clergy,Rabbi,
11292,Clergy,Rector,
11293,Clergy,Student Ministry Pastor,
11294,Clergy,Vicar,
11295,Clergy,Wedding Officiant,
11296,Clergy,Worship Leader,
11297,Clergy,Worship Pastor,
11298,Clergy,Youth Pastor,
11299,"Directors, Religious Activities and Education",Adult Ministries Director,
11300,"Directors, Religious Activities and Education",Children's Ministries Director,
11301,"Directors, Religious Activities and Education",Children's Ministry Director,
11302,"Directors, Religious Activities and Education",Christian Education Director,
11303,"Directors, Religious Activities and Education",Church Supervisor,
11304,"Directors, Religious Activities and Education",Program Director,
11305,"Directors, Religious Activities and Education",Religious Activities Director,
11306,"Directors, Religious Activities and Education",Religious Education Coordinator,
11307,"Directors, Religious Activities and Education",Religious Education Director,
11308,"Directors, Religious Activities and Education",Senior Adults Director,
11309,"Directors, Religious Activities and Education",Student Ministries Director,
11310,"Directors, Religious Activities and Education",Women's Ministry Director,
11311,"Directors, Religious Activities and Education",Worship Director,
11312,"Directors, Religious Activities and Education",Youth and Family Ministry Director,
11313,"Directors, Religious Activities and Education",Youth Coordinator,
11314,"Directors, Religious Activities and Education",Youth Counselor,
11315,"Directors, Religious Activities and Education",Youth Director,
11316,"Directors, Religious Activities and Education",Youth Ministry Coordinator,
11317,"Directors, Religious Activities and Education",Youth Ministry Director,
11318,"Directors, Religious Activities and Education",Youth Worker,
11319,"Religious Workers, All Other",Bible Reader,
11320,"Religious Workers, All Other",Bible Teacher,
11321,"Religious Workers, All Other",Bible Worker,
11322,"Religious Workers, All Other",Buddhist Monk,
11323,"Religious Workers, All Other",Cantor,
11324,"Religious Workers, All Other",Christian Science Healer,
11325,"Religious Workers, All Other",Christian Science Nurse,
11326,"Religious Workers, All Other",Christian Science Practitioner,
11327,"Religious Workers, All Other",Christian Science Reader,
11328,"Religious Workers, All Other",Christian Science Reading Room Attendant,
11329,"Religious Workers, All Other",Church Official,
11330,"Religious Workers, All Other",Church Warden,
11331,"Religious Workers, All Other",Church Worker,
11332,"Religious Workers, All Other",Dianetic Counselor,
11333,"Religious Workers, All Other",Divine Healer,
11334,"Religious Workers, All Other",Ecclesiastical Worker,
11335,"Religious Workers, All Other",Faith Doctor,
11336,"Religious Workers, All Other",Faith Healer,
11337,"Religious Workers, All Other",Field Worker,
11338,"Religious Workers, All Other",Gospel Worker,
11339,"Religious Workers, All Other",Grand Scribe,
11340,"Religious Workers, All Other",Home Mission Worker,
11341,"Religious Workers, All Other",Infirmarian,
11342,"Religious Workers, All Other",Lay Brother,
11343,"Religious Workers, All Other",Minister Helper,
11344,"Religious Workers, All Other",Mission Worker,
11345,"Religious Workers, All Other",Missionary,
11346,"Religious Workers, All Other",Mohel,
11347,"Religious Workers, All Other",Monk,
11348,"Religious Workers, All Other",Mother Superior,
11349,"Religious Workers, All Other",Novice,
11350,"Religious Workers, All Other",Nun,
11351,"Religious Workers, All Other",Parish Visitor,
11352,"Religious Workers, All Other",Parish Worker,
11353,"Religious Workers, All Other",Pastoral Assistant,
11354,"Religious Workers, All Other",Pastoral Counselor,
11355,"Religious Workers, All Other",Pastoral Worker,
11356,"Religious Workers, All Other",Postulant,
11357,"Religious Workers, All Other",Prior,
11358,"Religious Workers, All Other",Reader,
11359,"Religious Workers, All Other",Religion Teacher,
11360,"Religious Workers, All Other",Religious Educator,
11361,"Religious Workers, All Other",Religious Healer,
11362,"Religious Workers, All Other",Sacristan,
11363,"Religious Workers, All Other",Salvationist,
11364,"Religious Workers, All Other",Shochet,
11365,"Religious Workers, All Other",Shohet,
11366,"Religious Workers, All Other",Sister,
11367,"Religious Workers, All Other",Sister Superior,
11368,"Religious Workers, All Other",Spiritual Advisor,
11369,"Religious Workers, All Other",Sub Prior,
11370,"Religious Workers, All Other",Sunday School Missionary,
11371,"Religious Workers, All Other",Traveling Missionary,
11372,"Religious Workers, All Other",Verger,
11373,"Religious Workers, All Other",Youth Teacher,
11374,Lawyers,Admiralty Lawyer,
11375,Lawyers,Agency Legal Counsel,
11376,Lawyers,Assistant Attorney General,
11377,Lawyers,Assistant Corporation Counsel,
11378,Lawyers,Assistant Counsel,
11379,Lawyers,Assistant County Attorney,
11380,Lawyers,Assistant District Attorney,
11381,Lawyers,Assistant Federal Public Defender,
11382,Lawyers,Assistant Prosecuting Attorney,
11383,Lawyers,Associate Attorney,
11384,Lawyers,Associate Counsel,
11385,Lawyers,Attorney,
11386,Lawyers,Attorney at Law,
11387,Lawyers,Attorney General,
11388,Lawyers,Bar Examiner,
11389,Lawyers,Barrister,
11390,Lawyers,Brief Writer,
11391,Lawyers,Business Lawyer,
11392,Lawyers,City Attorney,
11393,Lawyers,City Solicitor,
11394,Lawyers,Civil Lawyer,
11395,Lawyers,Civil Rights Attorney,
11396,Lawyers,Claim Attorney,
11397,Lawyers,Closing Agent,
11398,Lawyers,Commonwealth Attorney,
11399,Lawyers,Consumer Advocate,
11400,Lawyers,Contracts Attorney,
11401,Lawyers,Conveyancer,
11402,Lawyers,Corporate Attorney,
11403,Lawyers,Corporate Counsel,
11404,Lawyers,Corporate Counselor,
11405,Lawyers,Corporate Lawyer,
11406,Lawyers,Corporation Lawyer,
11407,Lawyers,Counsel,
11408,Lawyers,Counselor at Law,
11409,Lawyers,County Attorney,
11410,Lawyers,Criminal Defense Lawyer,
11411,Lawyers,Criminal Justice Lawyer,
11412,Lawyers,Criminal Lawyer,
11413,Lawyers,Cyber Legal Advisor,
11414,Lawyers,Defense Attorney,
11415,Lawyers,Deputy Attorney General,
11416,Lawyers,Deputy Chief Counsel,
11417,Lawyers,Deputy Commonwealth's Attorney,
11418,Lawyers,Deputy County Attorney,
11419,Lawyers,Deputy County Counsel,
11420,Lawyers,Deputy Prosecuting Attorney,
11421,Lawyers,Divorce Lawyer,
11422,Lawyers,Document Review Attorney,
11423,Lawyers,Employment Attorney,
11424,Lawyers,Entertainment Lawyer,
11425,Lawyers,Environmental Attorney,
11426,Lawyers,Environmental Lawyer,
11427,Lawyers,Estate Conservator,
11428,Lawyers,Family Lawyer,
11429,Lawyers,Foreign Law Consultant,
11430,Lawyers,Foreign Legal Consultant,
11431,Lawyers,General Counsel,
11432,Lawyers,General Counselor,
11433,Lawyers,Health Care Attorney,
11434,Lawyers,Immigration Attorney,
11435,Lawyers,Immigration Lawyer,
11436,Lawyers,Immigration Specialist,
11437,Lawyers,Insurance Attorney,
11438,Lawyers,Insurance Counselor,
11439,Lawyers,Intellectual Property Lawyer,
11440,Lawyers,Law Writer,
11441,Lawyers,Lawyer,
11442,Lawyers,Legal Adviser,
11443,Lawyers,Legal Arbitrator,
11444,Lawyers,Legal Consultant,
11445,Lawyers,Legal Counsel,
11446,Lawyers,Legal Department Manager,
11447,Lawyers,Legal Examiner,
11448,Lawyers,Legal Research Analyst (Lawyer),
11449,Lawyers,Legal Researcher,
11450,Lawyers,Litigation Associate,
11451,Lawyers,Litigation Attorney,
11452,Lawyers,Military Lawyer,
11453,Lawyers,Partner,
11454,Lawyers,Patent Attorney,
11455,Lawyers,Patent Lawyer,
11456,Lawyers,Patent Solicitor,
11457,Lawyers,Probate Lawyer,
11458,Lawyers,Prosecutor,
11459,Lawyers,Public Defender,
11460,Lawyers,Real Estate Attorney,
11461,Lawyers,Real Estate Closer,
11462,Lawyers,Real Estate Lawyer,
11463,Lawyers,Solicitor,
11464,Lawyers,Sports Attorney,
11465,Lawyers,Sports Lawyer,
11466,Lawyers,Staff Attorney,
11467,Lawyers,Staff Counsel,
11468,Lawyers,Tariff Counsel,
11469,Lawyers,Tax Agent,
11470,Lawyers,Tax Attorney,
11471,Lawyers,Tax Lawyer,
11472,Lawyers,Title Attorney,
11473,Lawyers,Title Lawyer,
11474,Lawyers,Trial Attorney,
11475,Lawyers,Trial Lawyer,
11476,Judicial Law Clerks,Appellate Law Clerk,
11477,Judicial Law Clerks,Career Law Clerk,
11478,Judicial Law Clerks,Chancery Clerk,
11479,Judicial Law Clerks,Child Support Officer,
11480,Judicial Law Clerks,Clerk to Justice,
11481,Judicial Law Clerks,Deputy Clerk,
11482,Judicial Law Clerks,Federal Appellate Clerk,
11483,Judicial Law Clerks,Federal Appellate Law Clerk,
11484,Judicial Law Clerks,Federal Court of Appeals Law Clerk,
11485,Judicial Law Clerks,Federal District Clerk,
11486,Judicial Law Clerks,Federal District Law Clerk,
11487,Judicial Law Clerks,Federal Judicial Law Clerk,
11488,Judicial Law Clerks,Federal Law Clerk,
11489,Judicial Law Clerks,Judicial Assistant,
11490,Judicial Law Clerks,Judicial Clerk,
11491,Judicial Law Clerks,Judicial Law Clerk,
11492,Judicial Law Clerks,Law Clerk,
11493,Judicial Law Clerks,Legal Clerk,
11494,Judicial Law Clerks,Principal Law Clerk,
11495,Judicial Law Clerks,State Appellate Clerk,
11496,"Administrative Law Judges, Adjudicators, and Hearing Officers",Adjudicator,
11497,"Administrative Law Judges, Adjudicators, and Hearing Officers",Administrative Hearing Officer,
11498,"Administrative Law Judges, Adjudicators, and Hearing Officers",Administrative Judge,
11499,"Administrative Law Judges, Adjudicators, and Hearing Officers",Administrative Law Judge,
11500,"Administrative Law Judges, Adjudicators, and Hearing Officers",Appeals Examiner,
11501,"Administrative Law Judges, Adjudicators, and Hearing Officers",Appeals Officer,
11502,"Administrative Law Judges, Adjudicators, and Hearing Officers",Appeals Referee,
11503,"Administrative Law Judges, Adjudicators, and Hearing Officers",Appellate Conferee,
11504,"Administrative Law Judges, Adjudicators, and Hearing Officers",Arbitrator,
11505,"Administrative Law Judges, Adjudicators, and Hearing Officers",Claims Adjudicator,
11506,"Administrative Law Judges, Adjudicators, and Hearing Officers",Claims Examiner,
11507,"Administrative Law Judges, Adjudicators, and Hearing Officers",Clinical Appeals Reviewer,
11508,"Administrative Law Judges, Adjudicators, and Hearing Officers",Commissioner,
11509,"Administrative Law Judges, Adjudicators, and Hearing Officers",County Ordinary,
11510,"Administrative Law Judges, Adjudicators, and Hearing Officers",Disability Hearing Officer,
11511,"Administrative Law Judges, Adjudicators, and Hearing Officers",Disciplinary Hearing Officer,
11512,"Administrative Law Judges, Adjudicators, and Hearing Officers",Employment Program Representative,
11513,"Administrative Law Judges, Adjudicators, and Hearing Officers",Hearing Examiner,
11514,"Administrative Law Judges, Adjudicators, and Hearing Officers",Hearing Officer,
11515,"Administrative Law Judges, Adjudicators, and Hearing Officers",Housing Court Judge,
11516,"Administrative Law Judges, Adjudicators, and Hearing Officers",Judge,
11517,"Administrative Law Judges, Adjudicators, and Hearing Officers",Justice of the Peace,
11518,"Administrative Law Judges, Adjudicators, and Hearing Officers",Legal Activity Adjudicator,
11519,"Administrative Law Judges, Adjudicators, and Hearing Officers",Ordinary,
11520,"Administrative Law Judges, Adjudicators, and Hearing Officers",Parole Hearing Officer,
11521,"Administrative Law Judges, Adjudicators, and Hearing Officers",Referee,
11522,"Administrative Law Judges, Adjudicators, and Hearing Officers",Social Security Administrative Law Judge,
11523,"Administrative Law Judges, Adjudicators, and Hearing Officers",Social Services Analyst,
11524,"Administrative Law Judges, Adjudicators, and Hearing Officers",Surrogate,
11525,"Administrative Law Judges, Adjudicators, and Hearing Officers",Traffic Court Referee,
11526,"Administrative Law Judges, Adjudicators, and Hearing Officers",Unemployment Claims Adjudicator,
