Metro,Dimension Type,Month,Dimension,Measure,Value,YoY
Los Angeles,Timeseries,2017-04,Metro Median Base Pay,Median Base Pay,59855.33333,
Los Angeles,Timeseries,2017-03,Metro Median Base Pay,Median Base Pay,59901,
Los Angeles,Timeseries,2017-02,Metro Median Base Pay,Median Base Pay,59701.33333,
Los Angeles,Timeseries,2017-01,Metro Median Base Pay,Median Base Pay,59371.66667,
Los Angeles,Timeseries,2016-12,Metro Median Base Pay,Median Base Pay,59020,
Los Angeles,Timeseries,2016-11,Metro Median Base Pay,Median Base Pay,58830.66667,
Los Angeles,Timeseries,2016-10,Metro Median Base Pay,Median Base Pay,58501.66667,
Los Angeles,Timeseries,2016-09,Metro Median Base Pay,Median Base Pay,58429,
Los Angeles,Timeseries,2016-08,Metro Median Base Pay,Median Base Pay,58591.33333,
Los Angeles,Timeseries,2016-07,Metro Median Base Pay,Median Base Pay,58593,
Los Angeles,Timeseries,2016-06,Metro Median Base Pay,Median Base Pay,58281.33333,
Los Angeles,Timeseries,2016-05,Metro Median Base Pay,Median Base Pay,57870,
Los Angeles,Timeseries,2016-04,Metro Median Base Pay,Median Base Pay,57447.33333,
Los Angeles,Timeseries,2016-03,Metro Median Base Pay,Median Base Pay,57253.33333,
Los Angeles,Timeseries,2016-02,Metro Median Base Pay,Median Base Pay,57144.33333,
Los Angeles,Timeseries,2016-01,Metro Median Base Pay,Median Base Pay,57057.33333,
Los Angeles,Timeseries,2015-12,Metro Median Base Pay,Median Base Pay,56956,
Los Angeles,Timeseries,2015-11,Metro Median Base Pay,Median Base Pay,56640.33333,
Los Angeles,Timeseries,2015-10,Metro Median Base Pay,Median Base Pay,56601.33333,
Los Angeles,Timeseries,2015-09,Metro Median Base Pay,Median Base Pay,56529,
Los Angeles,Timeseries,2015-08,Metro Median Base Pay,Median Base Pay,56417.33333,
Los Angeles,Timeseries,2015-07,Metro Median Base Pay,Median Base Pay,56193.33333,
Los Angeles,Timeseries,2015-06,Metro Median Base Pay,Median Base Pay,55984,
Los Angeles,Timeseries,2015-05,Metro Median Base Pay,Median Base Pay,56050.33333,
Los Angeles,Timeseries,2015-04,Metro Median Base Pay,Median Base Pay,56172.66667,
Los Angeles,Timeseries,2015-03,Metro Median Base Pay,Median Base Pay,56149.33333,
Los Angeles,Timeseries,2015-02,Metro Median Base Pay,Median Base Pay,55844.66667,
Los Angeles,Timeseries,2015-01,Metro Median Base Pay,Median Base Pay,55589.33333,
Los Angeles,Timeseries,2014-12,Metro Median Base Pay,Median Base Pay,55587.33333,
Los Angeles,Timeseries,2014-11,Metro Median Base Pay,Median Base Pay,55654.33333,
Los Angeles,Timeseries,2014-10,Metro Median Base Pay,Median Base Pay,55674,
Los Angeles,Timeseries,2014-09,Metro Median Base Pay,Median Base Pay,55413,
Los Angeles,Timeseries,2014-08,Metro Median Base Pay,Median Base Pay,55195.33333,
Los Angeles,Timeseries,2014-07,Metro Median Base Pay,Median Base Pay,55218.66667,
Los Angeles,Timeseries,2014-06,Metro Median Base Pay,Median Base Pay,55275,
Los Angeles,Timeseries,2014-05,Metro Median Base Pay,Median Base Pay,55329,
Los Angeles,Timeseries,2014-04,Metro Median Base Pay,Median Base Pay,55404,
Los Angeles,Timeseries,2014-03,Metro Median Base Pay,Median Base Pay,55506.66667,
Philadelphia,Timeseries,2018-03,Metro Median Base Pay,Median Base Pay,55510,
Philadelphia,Timeseries,2018-02,Metro Median Base Pay,Median Base Pay,55156.66667,
Philadelphia,Timeseries,2018-01,Metro Median Base Pay,Median Base Pay,54537,
Philadelphia,Timeseries,2017-12,Metro Median Base Pay,Median Base Pay,54415,
Philadelphia,Timeseries,2017-11,Metro Median Base Pay,Median Base Pay,54565,
Philadelphia,Timeseries,2017-10,Metro Median Base Pay,Median Base Pay,54673.66667,
Philadelphia,Timeseries,2017-09,Metro Median Base Pay,Median Base Pay,54541,
Philadelphia,Timeseries,2017-08,Metro Median Base Pay,Median Base Pay,54455,
Philadelphia,Timeseries,2017-07,Metro Median Base Pay,Median Base Pay,54328,
Philadelphia,Timeseries,2017-06,Metro Median Base Pay,Median Base Pay,54305,
Philadelphia,Timeseries,2017-05,Metro Median Base Pay,Median Base Pay,54333.33333,
Philadelphia,Timeseries,2017-04,Metro Median Base Pay,Median Base Pay,54782.33333,
Philadelphia,Timeseries,2017-03,Metro Median Base Pay,Median Base Pay,54883.66667,
Philadelphia,Timeseries,2017-02,Metro Median Base Pay,Median Base Pay,54776.66667,
Philadelphia,Timeseries,2017-01,Metro Median Base Pay,Median Base Pay,54349.66667,
Philadelphia,Timeseries,2016-12,Metro Median Base Pay,Median Base Pay,54315,
Philadelphia,Timeseries,2016-11,Metro Median Base Pay,Median Base Pay,54238,
Philadelphia,Timeseries,2016-10,Metro Median Base Pay,Median Base Pay,54266,
Philadelphia,Timeseries,2016-09,Metro Median Base Pay,Median Base Pay,53917.66667,
Philadelphia,Timeseries,2016-08,Metro Median Base Pay,Median Base Pay,53669,
Philadelphia,Timeseries,2016-07,Metro Median Base Pay,Median Base Pay,53428,
Philadelphia,Timeseries,2016-06,Metro Median Base Pay,Median Base Pay,53452,
Philadelphia,Timeseries,2016-05,Metro Median Base Pay,Median Base Pay,53735.66667,
Philadelphia,Timeseries,2016-04,Metro Median Base Pay,Median Base Pay,53738,
Philadelphia,Timeseries,2016-03,Metro Median Base Pay,Median Base Pay,53627,
Philadelphia,Timeseries,2016-02,Metro Median Base Pay,Median Base Pay,53313.66667,
Philadelphia,Timeseries,2016-01,Metro Median Base Pay,Median Base Pay,53014.66667,
Philadelphia,Timeseries,2015-12,Metro Median Base Pay,Median Base Pay,53001,
Philadelphia,Timeseries,2015-11,Metro Median Base Pay,Median Base Pay,52964.33333,
Philadelphia,Timeseries,2015-10,Metro Median Base Pay,Median Base Pay,52972.33333,
Philadelphia,Timeseries,2015-09,Metro Median Base Pay,Median Base Pay,52552,
Philadelphia,Timeseries,2015-08,Metro Median Base Pay,Median Base Pay,52358,
Philadelphia,Timeseries,2015-07,Metro Median Base Pay,Median Base Pay,52431,
Philadelphia,Timeseries,2015-06,Metro Median Base Pay,Median Base Pay,52384.33333,
Philadelphia,Timeseries,2015-05,Metro Median Base Pay,Median Base Pay,52343.33333,
Philadelphia,Timeseries,2015-04,Metro Median Base Pay,Median Base Pay,52310.66667,
Philadelphia,Timeseries,2015-03,Metro Median Base Pay,Median Base Pay,52485,
Philadelphia,Timeseries,2015-02,Metro Median Base Pay,Median Base Pay,52334,
Philadelphia,Timeseries,2015-01,Metro Median Base Pay,Median Base Pay,52091,
Philadelphia,Timeseries,2014-12,Metro Median Base Pay,Median Base Pay,51865,
Philadelphia,Timeseries,2014-11,Metro Median Base Pay,Median Base Pay,51929.33333,
Philadelphia,Timeseries,2014-10,Metro Median Base Pay,Median Base Pay,51808,
Philadelphia,Timeseries,2014-09,Metro Median Base Pay,Median Base Pay,51854.66667,
Philadelphia,Timeseries,2014-08,Metro Median Base Pay,Median Base Pay,51617.66667,
Philadelphia,Timeseries,2014-07,Metro Median Base Pay,Median Base Pay,51774.33333,
Philadelphia,Timeseries,2014-06,Metro Median Base Pay,Median Base Pay,51843.66667,
Philadelphia,Timeseries,2014-05,Metro Median Base Pay,Median Base Pay,51761,
Philadelphia,Timeseries,2014-04,Metro Median Base Pay,Median Base Pay,51629.33333,
Philadelphia,Timeseries,2014-03,Metro Median Base Pay,Median Base Pay,51194.33333,
Houston,Timeseries,2018-03,Metro Median Base Pay,Median Base Pay,55570.66667,
Houston,Timeseries,2018-02,Metro Median Base Pay,Median Base Pay,55346,
Houston,Timeseries,2018-01,Metro Median Base Pay,Median Base Pay,54928.33333,
Houston,Timeseries,2017-12,Metro Median Base Pay,Median Base Pay,54697,
Houston,Timeseries,2017-11,Metro Median Base Pay,Median Base Pay,54528,
Houston,Timeseries,2017-10,Metro Median Base Pay,Median Base Pay,54431.33333,
Houston,Timeseries,2017-09,Metro Median Base Pay,Median Base Pay,54536.33333,
Houston,Timeseries,2017-08,Metro Median Base Pay,Median Base Pay,54395.33333,
Houston,Timeseries,2017-07,Metro Median Base Pay,Median Base Pay,54475,
Houston,Timeseries,2017-06,Metro Median Base Pay,Median Base Pay,54442,
Houston,Timeseries,2017-05,Metro Median Base Pay,Median Base Pay,54566.66667,
Houston,Timeseries,2017-04,Metro Median Base Pay,Median Base Pay,54439.66667,
Houston,Timeseries,2017-03,Metro Median Base Pay,Median Base Pay,54404.66667,
Houston,Timeseries,2017-02,Metro Median Base Pay,Median Base Pay,54633,
Houston,Timeseries,2017-01,Metro Median Base Pay,Median Base Pay,54697,
Houston,Timeseries,2016-12,Metro Median Base Pay,Median Base Pay,54639.33333,
Houston,Timeseries,2016-11,Metro Median Base Pay,Median Base Pay,54400,
Houston,Timeseries,2016-10,Metro Median Base Pay,Median Base Pay,54429,
Houston,Timeseries,2016-09,Metro Median Base Pay,Median Base Pay,54504,
Houston,Timeseries,2016-08,Metro Median Base Pay,Median Base Pay,54420,
Houston,Timeseries,2016-07,Metro Median Base Pay,Median Base Pay,54352.66667,
Houston,Timeseries,2016-06,Metro Median Base Pay,Median Base Pay,54025.66667,
Houston,Timeseries,2016-05,Metro Median Base Pay,Median Base Pay,54078.33333,
Houston,Timeseries,2016-04,Metro Median Base Pay,Median Base Pay,53940.33333,
Houston,Timeseries,2016-03,Metro Median Base Pay,Median Base Pay,53807,
Houston,Timeseries,2016-02,Metro Median Base Pay,Median Base Pay,53383.33333,
Houston,Timeseries,2016-01,Metro Median Base Pay,Median Base Pay,53269.66667,
Houston,Timeseries,2015-12,Metro Median Base Pay,Median Base Pay,53439.33333,
Houston,Timeseries,2015-11,Metro Median Base Pay,Median Base Pay,53693,
Houston,Timeseries,2015-10,Metro Median Base Pay,Median Base Pay,53642.33333,
Houston,Timeseries,2015-09,Metro Median Base Pay,Median Base Pay,53423.66667,
Houston,Timeseries,2015-08,Metro Median Base Pay,Median Base Pay,53117,
Houston,Timeseries,2015-07,Metro Median Base Pay,Median Base Pay,52967,
Houston,Timeseries,2015-06,Metro Median Base Pay,Median Base Pay,52962,
Houston,Timeseries,2015-05,Metro Median Base Pay,Median Base Pay,53048.66667,
Houston,Timeseries,2015-04,Metro Median Base Pay,Median Base Pay,53214.33333,
Houston,Timeseries,2015-03,Metro Median Base Pay,Median Base Pay,53337.33333,
Houston,Timeseries,2015-02,Metro Median Base Pay,Median Base Pay,53234,
Houston,Timeseries,2015-01,Metro Median Base Pay,Median Base Pay,52989,
Houston,Timeseries,2014-12,Metro Median Base Pay,Median Base Pay,53009.33333,
Houston,Timeseries,2014-11,Metro Median Base Pay,Median Base Pay,52877,
Houston,Timeseries,2014-10,Metro Median Base Pay,Median Base Pay,52625.33333,
Houston,Timeseries,2014-09,Metro Median Base Pay,Median Base Pay,52464.33333,
Houston,Timeseries,2014-08,Metro Median Base Pay,Median Base Pay,52481.66667,
Houston,Timeseries,2014-07,Metro Median Base Pay,Median Base Pay,52861.66667,
Houston,Timeseries,2014-06,Metro Median Base Pay,Median Base Pay,52513.33333,
Houston,Timeseries,2014-05,Metro Median Base Pay,Median Base Pay,52435,
Houston,Timeseries,2014-04,Metro Median Base Pay,Median Base Pay,52062.66667,
Houston,Timeseries,2014-03,Metro Median Base Pay,Median Base Pay,52052,
Seattle,Timeseries,2018-03,Metro Median Base Pay,Median Base Pay,61562.33333,
Seattle,Timeseries,2018-02,Metro Median Base Pay,Median Base Pay,61278.66667,
Seattle,Timeseries,2018-01,Metro Median Base Pay,Median Base Pay,61258.66667,
Seattle,Timeseries,2017-12,Metro Median Base Pay,Median Base Pay,61301.66667,
Seattle,Timeseries,2017-11,Metro Median Base Pay,Median Base Pay,61153.33333,
Seattle,Timeseries,2017-10,Metro Median Base Pay,Median Base Pay,60889.33333,
Seattle,Timeseries,2017-09,Metro Median Base Pay,Median Base Pay,60546.33333,
Seattle,Timeseries,2017-08,Metro Median Base Pay,Median Base Pay,60511,
Seattle,Timeseries,2017-07,Metro Median Base Pay,Median Base Pay,60356.33333,
Seattle,Timeseries,2017-06,Metro Median Base Pay,Median Base Pay,60422,
Seattle,Timeseries,2017-05,Metro Median Base Pay,Median Base Pay,60188,
Seattle,Timeseries,2017-04,Metro Median Base Pay,Median Base Pay,60434,
Seattle,Timeseries,2017-03,Metro Median Base Pay,Median Base Pay,60432.33333,
Seattle,Timeseries,2017-02,Metro Median Base Pay,Median Base Pay,60614,
Seattle,Timeseries,2017-01,Metro Median Base Pay,Median Base Pay,60472.66667,
Seattle,Timeseries,2016-12,Metro Median Base Pay,Median Base Pay,60067.66667,
Seattle,Timeseries,2016-11,Metro Median Base Pay,Median Base Pay,59840,
Seattle,Timeseries,2016-10,Metro Median Base Pay,Median Base Pay,59710.33333,
Seattle,Timeseries,2016-09,Metro Median Base Pay,Median Base Pay,59641.66667,
Seattle,Timeseries,2016-08,Metro Median Base Pay,Median Base Pay,59467,
Seattle,Timeseries,2016-07,Metro Median Base Pay,Median Base Pay,58982.33333,
Seattle,Timeseries,2016-06,Metro Median Base Pay,Median Base Pay,58774,
Seattle,Timeseries,2016-05,Metro Median Base Pay,Median Base Pay,58490.33333,
Seattle,Timeseries,2016-04,Metro Median Base Pay,Median Base Pay,58236.66667,
Seattle,Timeseries,2016-03,Metro Median Base Pay,Median Base Pay,58051.66667,
Seattle,Timeseries,2016-02,Metro Median Base Pay,Median Base Pay,57864.33333,
Seattle,Timeseries,2016-01,Metro Median Base Pay,Median Base Pay,57856.33333,
Seattle,Timeseries,2015-12,Metro Median Base Pay,Median Base Pay,57902.66667,
Seattle,Timeseries,2015-11,Metro Median Base Pay,Median Base Pay,57955,
Seattle,Timeseries,2015-10,Metro Median Base Pay,Median Base Pay,57941.66667,
Seattle,Timeseries,2015-09,Metro Median Base Pay,Median Base Pay,57654,
Seattle,Timeseries,2015-08,Metro Median Base Pay,Median Base Pay,57286,
Seattle,Timeseries,2015-07,Metro Median Base Pay,Median Base Pay,56967.33333,
Seattle,Timeseries,2015-06,Metro Median Base Pay,Median Base Pay,56938.33333,
Seattle,Timeseries,2015-05,Metro Median Base Pay,Median Base Pay,56979.33333,
Seattle,Timeseries,2015-04,Metro Median Base Pay,Median Base Pay,57090,
Seattle,Timeseries,2015-03,Metro Median Base Pay,Median Base Pay,57039,
Seattle,Timeseries,2015-02,Metro Median Base Pay,Median Base Pay,56940.66667,
Seattle,Timeseries,2015-01,Metro Median Base Pay,Median Base Pay,56801,
Seattle,Timeseries,2014-12,Metro Median Base Pay,Median Base Pay,56612.66667,
Seattle,Timeseries,2014-11,Metro Median Base Pay,Median Base Pay,56420.33333,
Seattle,Timeseries,2014-10,Metro Median Base Pay,Median Base Pay,56295,
Seattle,Timeseries,2014-09,Metro Median Base Pay,Median Base Pay,56151.66667,
Seattle,Timeseries,2014-08,Metro Median Base Pay,Median Base Pay,56178,
Seattle,Timeseries,2014-07,Metro Median Base Pay,Median Base Pay,55919.66667,
Seattle,Timeseries,2014-06,Metro Median Base Pay,Median Base Pay,55964.66667,
Seattle,Timeseries,2014-05,Metro Median Base Pay,Median Base Pay,55823.33333,
Seattle,Timeseries,2014-04,Metro Median Base Pay,Median Base Pay,55686,
Seattle,Timeseries,2014-03,Metro Median Base Pay,Median Base Pay,55265.66667,
San Francisco,Timeseries,2018-03,Metro Median Base Pay,Median Base Pay,69358.66667,
San Francisco,Timeseries,2018-02,Metro Median Base Pay,Median Base Pay,69060.33333,
San Francisco,Timeseries,2018-01,Metro Median Base Pay,Median Base Pay,68801,
San Francisco,Timeseries,2017-12,Metro Median Base Pay,Median Base Pay,68521,
San Francisco,Timeseries,2017-11,Metro Median Base Pay,Median Base Pay,68168.33333,
San Francisco,Timeseries,2017-10,Metro Median Base Pay,Median Base Pay,68106.66667,
San Francisco,Timeseries,2017-09,Metro Median Base Pay,Median Base Pay,67790.33333,
San Francisco,Timeseries,2017-08,Metro Median Base Pay,Median Base Pay,67858,
San Francisco,Timeseries,2017-07,Metro Median Base Pay,Median Base Pay,67970.33333,
San Francisco,Timeseries,2017-06,Metro Median Base Pay,Median Base Pay,68020.66667,
San Francisco,Timeseries,2017-05,Metro Median Base Pay,Median Base Pay,67739.66667,
San Francisco,Timeseries,2017-04,Metro Median Base Pay,Median Base Pay,67096,
San Francisco,Timeseries,2017-03,Metro Median Base Pay,Median Base Pay,67000,
San Francisco,Timeseries,2017-02,Metro Median Base Pay,Median Base Pay,66953.33333,
San Francisco,Timeseries,2017-01,Metro Median Base Pay,Median Base Pay,67321.33333,
San Francisco,Timeseries,2016-12,Metro Median Base Pay,Median Base Pay,67160.66667,
San Francisco,Timeseries,2016-11,Metro Median Base Pay,Median Base Pay,67003.33333,
San Francisco,Timeseries,2016-10,Metro Median Base Pay,Median Base Pay,66905,
San Francisco,Timeseries,2016-09,Metro Median Base Pay,Median Base Pay,66851.66667,
San Francisco,Timeseries,2016-08,Metro Median Base Pay,Median Base Pay,66701.33333,
San Francisco,Timeseries,2016-07,Metro Median Base Pay,Median Base Pay,66596.33333,
San Francisco,Timeseries,2016-06,Metro Median Base Pay,Median Base Pay,66369,
San Francisco,Timeseries,2016-05,Metro Median Base Pay,Median Base Pay,66035,
San Francisco,Timeseries,2016-04,Metro Median Base Pay,Median Base Pay,65617.33333,
San Francisco,Timeseries,2016-03,Metro Median Base Pay,Median Base Pay,65487,
San Francisco,Timeseries,2016-02,Metro Median Base Pay,Median Base Pay,65261.66667,
San Francisco,Timeseries,2016-01,Metro Median Base Pay,Median Base Pay,64805.33333,
San Francisco,Timeseries,2015-12,Metro Median Base Pay,Median Base Pay,64495,
San Francisco,Timeseries,2015-11,Metro Median Base Pay,Median Base Pay,64367.66667,
San Francisco,Timeseries,2015-10,Metro Median Base Pay,Median Base Pay,64428.66667,
San Francisco,Timeseries,2015-09,Metro Median Base Pay,Median Base Pay,64217.66667,
San Francisco,Timeseries,2015-08,Metro Median Base Pay,Median Base Pay,64123.66667,
San Francisco,Timeseries,2015-07,Metro Median Base Pay,Median Base Pay,63825,
San Francisco,Timeseries,2015-06,Metro Median Base Pay,Median Base Pay,63537,
San Francisco,Timeseries,2015-05,Metro Median Base Pay,Median Base Pay,63096.33333,
San Francisco,Timeseries,2015-04,Metro Median Base Pay,Median Base Pay,63160,
San Francisco,Timeseries,2015-03,Metro Median Base Pay,Median Base Pay,62942,
San Francisco,Timeseries,2015-02,Metro Median Base Pay,Median Base Pay,62993,
San Francisco,Timeseries,2015-01,Metro Median Base Pay,Median Base Pay,62656.66667,
San Francisco,Timeseries,2014-12,Metro Median Base Pay,Median Base Pay,62591.33333,
San Francisco,Timeseries,2014-11,Metro Median Base Pay,Median Base Pay,62382.33333,
San Francisco,Timeseries,2014-10,Metro Median Base Pay,Median Base Pay,62574.33333,
San Francisco,Timeseries,2014-09,Metro Median Base Pay,Median Base Pay,62314.33333,
San Francisco,Timeseries,2014-08,Metro Median Base Pay,Median Base Pay,61984,
San Francisco,Timeseries,2014-07,Metro Median Base Pay,Median Base Pay,61386,
San Francisco,Timeseries,2014-06,Metro Median Base Pay,Median Base Pay,61679,
San Francisco,Timeseries,2014-05,Metro Median Base Pay,Median Base Pay,61685.33333,
San Francisco,Timeseries,2014-04,Metro Median Base Pay,Median Base Pay,61766,
San Francisco,Timeseries,2014-03,Metro Median Base Pay,Median Base Pay,61414.66667,
Chicago,Timeseries,2018-03,Metro Median Base Pay,Median Base Pay,56112.66667,
Chicago,Timeseries,2018-02,Metro Median Base Pay,Median Base Pay,56030,
Chicago,Timeseries,2018-01,Metro Median Base Pay,Median Base Pay,56018.66667,
Chicago,Timeseries,2017-12,Metro Median Base Pay,Median Base Pay,56076,
Chicago,Timeseries,2017-11,Metro Median Base Pay,Median Base Pay,55996.33333,
Chicago,Timeseries,2017-10,Metro Median Base Pay,Median Base Pay,56004.33333,
Chicago,Timeseries,2017-09,Metro Median Base Pay,Median Base Pay,55538.66667,
Chicago,Timeseries,2017-08,Metro Median Base Pay,Median Base Pay,55627.33333,
Chicago,Timeseries,2017-07,Metro Median Base Pay,Median Base Pay,55422.33333,
Chicago,Timeseries,2017-06,Metro Median Base Pay,Median Base Pay,55805.33333,
Chicago,Timeseries,2017-05,Metro Median Base Pay,Median Base Pay,55826.33333,
Chicago,Timeseries,2017-04,Metro Median Base Pay,Median Base Pay,55989.33333,
Chicago,Timeseries,2017-03,Metro Median Base Pay,Median Base Pay,56116,
Chicago,Timeseries,2017-02,Metro Median Base Pay,Median Base Pay,56076,
Chicago,Timeseries,2017-01,Metro Median Base Pay,Median Base Pay,55967.33333,
Chicago,Timeseries,2016-12,Metro Median Base Pay,Median Base Pay,55548.66667,
Chicago,Timeseries,2016-11,Metro Median Base Pay,Median Base Pay,55366.33333,
Chicago,Timeseries,2016-10,Metro Median Base Pay,Median Base Pay,55090.66667,
Chicago,Timeseries,2016-09,Metro Median Base Pay,Median Base Pay,55148.33333,
Chicago,Timeseries,2016-08,Metro Median Base Pay,Median Base Pay,54837.33333,
Chicago,Timeseries,2016-07,Metro Median Base Pay,Median Base Pay,54807,
Chicago,Timeseries,2016-06,Metro Median Base Pay,Median Base Pay,54533.33333,
Chicago,Timeseries,2016-05,Metro Median Base Pay,Median Base Pay,54528,
Chicago,Timeseries,2016-04,Metro Median Base Pay,Median Base Pay,54372.33333,
Chicago,Timeseries,2016-03,Metro Median Base Pay,Median Base Pay,54170.66667,
Chicago,Timeseries,2016-02,Metro Median Base Pay,Median Base Pay,54068.33333,
Chicago,Timeseries,2016-01,Metro Median Base Pay,Median Base Pay,53869,
Chicago,Timeseries,2015-12,Metro Median Base Pay,Median Base Pay,53727.66667,
Chicago,Timeseries,2015-11,Metro Median Base Pay,Median Base Pay,53692.66667,
Chicago,Timeseries,2015-10,Metro Median Base Pay,Median Base Pay,53625,
Chicago,Timeseries,2015-09,Metro Median Base Pay,Median Base Pay,53606,
Chicago,Timeseries,2015-08,Metro Median Base Pay,Median Base Pay,53540.33333,
Chicago,Timeseries,2015-07,Metro Median Base Pay,Median Base Pay,53335.33333,
Chicago,Timeseries,2015-06,Metro Median Base Pay,Median Base Pay,53175,
Chicago,Timeseries,2015-05,Metro Median Base Pay,Median Base Pay,52946,
Chicago,Timeseries,2015-04,Metro Median Base Pay,Median Base Pay,52911.33333,
Chicago,Timeseries,2015-03,Metro Median Base Pay,Median Base Pay,52973.33333,
Chicago,Timeseries,2015-02,Metro Median Base Pay,Median Base Pay,52976.33333,
Chicago,Timeseries,2015-01,Metro Median Base Pay,Median Base Pay,53084.66667,
Chicago,Timeseries,2014-12,Metro Median Base Pay,Median Base Pay,53141.33333,
Chicago,Timeseries,2014-11,Metro Median Base Pay,Median Base Pay,52983,
Chicago,Timeseries,2014-10,Metro Median Base Pay,Median Base Pay,52840.33333,
Chicago,Timeseries,2014-09,Metro Median Base Pay,Median Base Pay,52646,
Chicago,Timeseries,2014-08,Metro Median Base Pay,Median Base Pay,52647.33333,
Chicago,Timeseries,2014-07,Metro Median Base Pay,Median Base Pay,52482.66667,
Chicago,Timeseries,2014-06,Metro Median Base Pay,Median Base Pay,52372,
Chicago,Timeseries,2014-05,Metro Median Base Pay,Median Base Pay,52309,
Chicago,Timeseries,2014-04,Metro Median Base Pay,Median Base Pay,52448,
Chicago,Timeseries,2014-03,Metro Median Base Pay,Median Base Pay,52364.33333,
Boston,Timeseries,2018-03,Metro Median Base Pay,Median Base Pay,59271.66667,
Boston,Timeseries,2018-02,Metro Median Base Pay,Median Base Pay,59207.33333,
Boston,Timeseries,2018-01,Metro Median Base Pay,Median Base Pay,59089,
Boston,Timeseries,2017-12,Metro Median Base Pay,Median Base Pay,59080.33333,
Boston,Timeseries,2017-11,Metro Median Base Pay,Median Base Pay,58851,
Boston,Timeseries,2017-10,Metro Median Base Pay,Median Base Pay,58883.66667,
Boston,Timeseries,2017-09,Metro Median Base Pay,Median Base Pay,58757.66667,
Boston,Timeseries,2017-08,Metro Median Base Pay,Median Base Pay,58743,
Boston,Timeseries,2017-07,Metro Median Base Pay,Median Base Pay,58737.33333,
Boston,Timeseries,2017-06,Metro Median Base Pay,Median Base Pay,58884.66667,
Boston,Timeseries,2017-05,Metro Median Base Pay,Median Base Pay,58763.66667,
Boston,Timeseries,2017-04,Metro Median Base Pay,Median Base Pay,58697,
Boston,Timeseries,2017-03,Metro Median Base Pay,Median Base Pay,58467.66667,
Boston,Timeseries,2017-02,Metro Median Base Pay,Median Base Pay,58571.33333,
Boston,Timeseries,2017-01,Metro Median Base Pay,Median Base Pay,58260.33333,
Boston,Timeseries,2016-12,Metro Median Base Pay,Median Base Pay,58022.66667,
Boston,Timeseries,2016-11,Metro Median Base Pay,Median Base Pay,57887.33333,
Boston,Timeseries,2016-10,Metro Median Base Pay,Median Base Pay,57896,
Boston,Timeseries,2016-09,Metro Median Base Pay,Median Base Pay,57756.33333,
Boston,Timeseries,2016-08,Metro Median Base Pay,Median Base Pay,57441.66667,
Boston,Timeseries,2016-07,Metro Median Base Pay,Median Base Pay,57362.66667,
Boston,Timeseries,2016-06,Metro Median Base Pay,Median Base Pay,57499.33333,
Boston,Timeseries,2016-05,Metro Median Base Pay,Median Base Pay,57340,
Boston,Timeseries,2016-04,Metro Median Base Pay,Median Base Pay,57030,
Boston,Timeseries,2016-03,Metro Median Base Pay,Median Base Pay,56633.33333,
Boston,Timeseries,2016-02,Metro Median Base Pay,Median Base Pay,56422,
Boston,Timeseries,2016-01,Metro Median Base Pay,Median Base Pay,56205.66667,
Boston,Timeseries,2015-12,Metro Median Base Pay,Median Base Pay,55999,
Boston,Timeseries,2015-11,Metro Median Base Pay,Median Base Pay,55786.66667,
Boston,Timeseries,2015-10,Metro Median Base Pay,Median Base Pay,55710.66667,
Boston,Timeseries,2015-09,Metro Median Base Pay,Median Base Pay,55700,
Boston,Timeseries,2015-08,Metro Median Base Pay,Median Base Pay,55600.66667,
Boston,Timeseries,2015-07,Metro Median Base Pay,Median Base Pay,55483.33333,
Boston,Timeseries,2015-06,Metro Median Base Pay,Median Base Pay,55004.33333,
Boston,Timeseries,2015-05,Metro Median Base Pay,Median Base Pay,54951.66667,
Boston,Timeseries,2015-04,Metro Median Base Pay,Median Base Pay,54883.66667,
Boston,Timeseries,2015-03,Metro Median Base Pay,Median Base Pay,55138.66667,
Boston,Timeseries,2015-02,Metro Median Base Pay,Median Base Pay,55118.33333,
Boston,Timeseries,2015-01,Metro Median Base Pay,Median Base Pay,54908.66667,
Boston,Timeseries,2014-12,Metro Median Base Pay,Median Base Pay,54967.33333,
Boston,Timeseries,2014-11,Metro Median Base Pay,Median Base Pay,54759.33333,
Boston,Timeseries,2014-10,Metro Median Base Pay,Median Base Pay,54844.33333,
Boston,Timeseries,2014-09,Metro Median Base Pay,Median Base Pay,54552,
Boston,Timeseries,2014-08,Metro Median Base Pay,Median Base Pay,54668,
Boston,Timeseries,2014-07,Metro Median Base Pay,Median Base Pay,54565,
Boston,Timeseries,2014-06,Metro Median Base Pay,Median Base Pay,54509.66667,
Boston,Timeseries,2014-05,Metro Median Base Pay,Median Base Pay,54116.33333,
Boston,Timeseries,2014-04,Metro Median Base Pay,Median Base Pay,53989,
Boston,Timeseries,2014-03,Metro Median Base Pay,Median Base Pay,53687.66667,
Washington DC,Timeseries,2018-03,Metro Median Base Pay,Median Base Pay,59581.66667,
Washington DC,Timeseries,2018-02,Metro Median Base Pay,Median Base Pay,59626.66667,
Washington DC,Timeseries,2018-01,Metro Median Base Pay,Median Base Pay,59649.33333,
Washington DC,Timeseries,2017-12,Metro Median Base Pay,Median Base Pay,59583.66667,
Washington DC,Timeseries,2017-11,Metro Median Base Pay,Median Base Pay,59260.66667,
Washington DC,Timeseries,2017-10,Metro Median Base Pay,Median Base Pay,59205.66667,
